focal GCF	assocaited GCF/OG	allele frequency	direction	frequency in samples with focal GCF	frequency in samples with focal GCF	pvalue	phylgoenetically corrected pvalue	beta	beta-std-err	variant_h2	notes	annotation notes	KO Annotation (E-value)	PGAP Annotation (E-value)	PaperBLAST Annotation (E-value)	CARD Annotation (E-value)	IS Finder (E-value)	MI-BiG Annotation (E-value)	VOG Annotation (E-value)	VFDB Annotation (E-value)	Pfam Domains
GCF_21	OG0005900	3.68E-01	negative	0.07142857142857142	0.54	2.01E-09	1.99E-14	-4.92E-01	5.81E-02	5.65E-01		alignment timed out during construction to generate consensus sequence for annotation - full set of protein sequences for the orthogroup can be found at: /workspace/lab/kalanlab/salamzar/lsaBGC/minireview/Strep_albido/lsaBGC-Pan_Results_v1.0.9/lsaBGC_Sociate_Results/Sociated_OG_Protein_Seqs/OG0005900.faa	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_21	OG0006153	2.90E-01	negative	0.07142857142857142	0.42	1.62E-06	5.18E-09	-3.64E-01	5.87E-02	4.48E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_21	OG0006172	2.84E-01	positive	0.6785714285714286	0.07	1.68E-15	3.80E-16	6.19E-01	6.78E-02	5.94E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_21	OG0006239	2.71E-01	positive	0.5714285714285714	0.11	1.20E-09	2.22E-09	4.53E-01	7.12E-02	4.57E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_21	OG0006246	2.77E-01	negative	0.03571428571428571	0.41	6.66E-07	8.91E-17	-5.67E-01	6.05E-02	6.04E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_21	OG0006399	2.39E-01	positive	0.5178571428571429	0.09	4.74E-09	4.48E-09	4.03E-01	6.47E-02	4.49E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_21	GCF_26	2.45E-01	positive	0.5892857142857143	0.06	4.98E-13	3.57E-10	4.70E-01	7.01E-02	4.77E-01		alignment timed out during construction to generate consensus sequence for annotation - full set of protein sequences for the orthogroup can be found at: /workspace/lab/kalanlab/salamzar/lsaBGC/minireview/Strep_albido/lsaBGC-Pan_Results_v1.0.9/lsaBGC_Sociate_Results/Sociated_OG_Protein_Seqs/GCF_26.faa	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_38	OG0005179	6.97E-01	negative	0.09523809523809523	0.7851851851851852	1.12E-10	6.95E-12	-3.98E-01	5.35E-02	5.15E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0004208	9.48E-01	negative	0.8181818181818182	0.9586206896551724	4.29E-02	4.17E-10	7.39E-01	1.11E-01	4.75E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0004248	9.48E-01	negative	0.8181818181818182	0.9586206896551724	4.29E-02	4.17E-10	7.39E-01	1.11E-01	4.75E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0004296	9.42E-01	negative	0.7272727272727273	0.9586206896551724	1.59E-03	4.11E-13	-4.27E-01	5.38E-02	5.40E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0004341	9.35E-01	negative	0.7272727272727273	0.9517241379310345	3.54E-03	1.25E-14	7.78E-01	9.12E-02	5.68E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0004441	9.10E-01	negative	0.6363636363636364	0.9310344827586207	1.03E-03	6.12E-13	-4.03E-01	5.13E-02	5.37E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0004444	9.10E-01	negative	0.6363636363636364	0.9310344827586207	1.03E-03	5.81E-21	-8.37E-01	7.65E-02	6.63E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0004723	8.45E-01	negative	0.7272727272727273	0.8482758620689655	2.62E-01	8.69E-14	6.74E-01	8.22E-02	5.53E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0004740	8.32E-01	negative	0.8181818181818182	0.8344827586206897	8.97E-01	2.81E-12	-5.11E-01	6.72E-02	5.23E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0004795	8.19E-01	negative	0.8181818181818182	0.8206896551724138	9.92E-01	2.41E-11	5.70E-01	7.91E-02	5.04E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0004812	8.19E-01	positive	0.8181818181818182	0.8137931034482758	9.92E-01	3.79E-19	-8.38E-01	8.16E-02	6.39E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0004888	8.00E-01	negative	0.6363636363636364	0.8068965517241379	1.59E-01	9.10E-10	-3.30E-01	5.05E-02	4.67E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0004915	7.94E-01	positive	0.8181818181818182	0.7862068965517242	8.34E-01	1.56E-20	-8.77E-01	8.13E-02	6.57E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0004928	7.81E-01	negative	0.7272727272727273	0.7862068965517242	6.57E-01	1.69E-19	-7.92E-01	7.61E-02	6.44E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0004929	7.87E-01	positive	0.8181818181818182	0.7793103448275862	7.94E-01	2.43E-09	-6.21E-01	9.80E-02	4.56E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0004933	7.81E-01	positive	0.8181818181818182	0.7793103448275862	7.55E-01	9.10E-13	6.82E-01	8.75E-02	5.33E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0004946	7.74E-01	positive	0.8181818181818182	0.7724137931034483	7.17E-01	1.59E-12	6.70E-01	8.70E-02	5.28E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0004961	7.74E-01	positive	0.8181818181818182	0.7655172413793103	7.17E-01	1.14E-19	-8.47E-01	8.09E-02	6.46E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0004967	7.61E-01	positive	0.8181818181818182	0.7586206896551724	6.46E-01	4.01E-12	-5.74E-01	7.62E-02	5.20E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0005170	6.97E-01	positive	0.8181818181818182	0.6827586206896552	3.63E-01	7.14E-23	-9.55E-01	8.19E-02	6.86E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0005235	6.77E-01	positive	0.7272727272727273	0.6758620689655173	7.14E-01	5.11E-18	-9.68E-01	9.84E-02	6.23E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0005253	6.77E-01	positive	0.8181818181818182	0.6620689655172414	3.00E-01	2.28E-22	-9.38E-01	8.18E-02	6.80E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0005261	6.71E-01	positive	0.7272727272727273	0.6689655172413793	6.80E-01	6.75E-15	-6.99E-01	8.08E-02	5.73E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0005298	6.65E-01	positive	0.7272727272727273	0.6551724137931034	6.47E-01	3.98E-11	-4.96E-01	6.97E-02	4.99E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0005313	6.58E-01	negative	0.36363636363636365	0.6827586206896552	3.27E-02	3.48E-09	-4.25E-01	6.78E-02	4.52E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0005325	6.58E-01	positive	0.8181818181818182	0.6413793103448275	2.45E-01	8.15E-21	-9.01E-01	8.27E-02	6.61E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0005339	6.58E-01	positive	0.8181818181818182	0.6413793103448275	2.45E-01	2.50E-20	-8.84E-01	8.25E-02	6.55E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0005341	6.58E-01	negative	0.6363636363636364	0.6551724137931034	8.75E-01	1.23E-24	-9.57E-01	7.77E-02	7.05E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0005367	6.52E-01	positive	0.8181818181818182	0.6344827586206897	2.29E-01	2.24E-23	-9.71E-01	8.20E-02	6.92E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0005376	6.52E-01	positive	0.8181818181818182	0.6344827586206897	2.29E-01	9.26E-21	-8.87E-01	8.16E-02	6.60E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0005388	6.39E-01	positive	0.7272727272727273	0.6344827586206897	5.26E-01	2.81E-24	-6.35E-01	5.22E-02	7.02E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0005449	6.13E-01	positive	0.8181818181818182	0.593103448275862	1.47E-01	1.11E-12	-5.89E-01	7.58E-02	5.32E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0005515	5.87E-01	positive	0.7272727272727273	0.5724137931034483	3.27E-01	3.07E-18	-7.84E-01	7.90E-02	6.26E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0005528	5.81E-01	positive	0.7272727272727273	0.5655172413793104	3.07E-01	3.63E-16	-7.07E-01	7.73E-02	5.94E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0005532	5.81E-01	positive	0.6363636363636364	0.5724137931034483	6.98E-01	7.16E-14	-6.14E-01	7.46E-02	5.54E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0005568	5.48E-01	negative	0.45454545454545453	0.5517241379310345	5.16E-01	2.30E-14	-4.99E-01	5.91E-02	5.63E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0005581	5.42E-01	positive	0.6363636363636364	0.5310344827586206	5.14E-01	7.97E-11	5.49E-01	7.85E-02	4.92E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0005598	5.35E-01	positive	0.7272727272727273	0.5172413793103449	1.86E-01	2.61E-15	7.50E-01	8.51E-02	5.80E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0005601	5.29E-01	positive	0.7272727272727273	0.5172413793103449	1.72E-01	3.23E-11	5.15E-01	7.20E-02	5.01E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0005609	5.29E-01	positive	0.6363636363636364	0.5172413793103449	4.59E-01	3.52E-15	-6.72E-01	7.68E-02	5.78E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0005635	5.23E-01	positive	0.8181818181818182	0.496551724137931	4.17E-02	3.09E-12	-5.69E-01	7.50E-02	5.23E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0005738	4.65E-01	positive	0.7272727272727273	0.4413793103448276	6.99E-02	2.97E-12	5.91E-01	7.79E-02	5.23E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0005766	4.45E-01	negative	0.18181818181818182	0.46206896551724136	6.83E-02	8.03E-13	-5.52E-01	7.06E-02	5.34E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0005810	4.13E-01	negative	0.36363636363636365	0.41379310344827586	7.31E-01	1.59E-10	-4.46E-01	6.50E-02	4.85E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0005817	4.06E-01	positive	0.45454545454545453	0.4068965517241379	7.36E-01	8.71E-11	4.96E-01	7.12E-02	4.91E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0005833	4.00E-01	negative	0.36363636363636365	0.4	7.98E-01	1.79E-09	4.40E-01	6.87E-02	4.60E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0006068	3.23E-01	positive	0.5454545454545454	0.30344827586206896	1.01E-01	1.16E-10	-5.00E-01	7.23E-02	4.88E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0006141	3.03E-01	positive	0.6363636363636364	0.27586206896551724	1.26E-02	1.93E-11	-5.50E-01	7.58E-02	5.06E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0006287	2.71E-01	negative	0.18181818181818182	0.27586206896551724	4.90E-01	3.95E-12	-6.22E-01	8.25E-02	5.20E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0006294	2.65E-01	positive	0.5454545454545454	0.2413793103448276	2.84E-02	2.06E-09	-5.09E-01	7.98E-02	4.58E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0006353	2.52E-01	positive	0.7272727272727273	0.21379310344827587	1.62E-04	1.01E-09	5.02E-01	7.71E-02	4.66E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0006564	2.26E-01	positive	0.36363636363636365	0.21379310344827587	2.57E-01	5.33E-09	5.42E-01	8.76E-02	4.47E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0006617	2.13E-01	negative	0.18181818181818182	0.21379310344827587	7.94E-01	1.62E-11	-3.89E-01	5.35E-02	5.07E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0006681	2.00E-01	positive	0.36363636363636365	0.18620689655172415	1.59E-01	4.87E-10	4.23E-01	6.37E-02	4.74E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0006743	1.94E-01	positive	0.2727272727272727	0.18620689655172415	4.90E-01	2.35E-15	4.49E-01	5.09E-02	5.81E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0006807	1.87E-01	negative	0.18181818181818182	0.18620689655172415	9.63E-01	2.63E-10	-4.84E-01	7.15E-02	4.80E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0006823	1.81E-01	positive	0.36363636363636365	0.16551724137931034	1.02E-01	2.33E-10	-5.04E-01	7.43E-02	4.81E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0006948	1.68E-01	positive	0.18181818181818182	0.16551724137931034	8.97E-01	1.69E-12	5.85E-01	7.60E-02	5.28E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0007049	1.61E-01	positive	0.18181818181818182	0.15862068965517243	8.48E-01	3.87E-12	-5.46E-01	7.24E-02	5.20E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0007074	1.55E-01	positive	0.2727272727272727	0.14482758620689656	2.62E-01	5.37E-11	5.35E-01	7.57E-02	4.96E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0007262	1.48E-01	positive	0.36363636363636365	0.1310344827586207	3.72E-02	1.34E-11	5.07E-01	6.93E-02	5.09E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0007553	1.35E-01	positive	0.36363636363636365	0.11724137931034483	2.18E-02	4.71E-14	-6.52E-01	7.84E-02	5.58E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0007679	1.29E-01	positive	0.5454545454545454	0.09655172413793103	1.92E-05	2.24E-12	5.62E-01	7.36E-02	5.25E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0007792	1.29E-01	positive	0.18181818181818182	0.12413793103448276	5.88E-01	5.89E-10	-5.09E-01	7.69E-02	4.72E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0007956	1.16E-01	positive	0.2727272727272727	0.10344827586206896	9.26E-02	3.04E-14	6.32E-01	7.53E-02	5.61E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0007963	1.16E-01	positive	0.36363636363636365	0.09655172413793103	7.85E-03	5.15E-16	6.63E-01	7.30E-02	5.92E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0008437	9.68E-02	positive	0.6363636363636364	0.05517241379310345	3.38E-10	4.53E-20	7.57E-01	7.14E-02	6.51E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0008486	9.03E-02	positive	0.2727272727272727	0.08275862068965517	2.85E-02	6.94E-10	-5.22E-01	7.93E-02	4.70E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0008769	8.39E-02	positive	0.36363636363636365	0.06206896551724138	5.15E-04	1.08E-12	4.81E-01	6.20E-02	5.32E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0008797	8.39E-02	positive	0.2727272727272727	0.06896551724137931	1.91E-02	6.86E-10	4.61E-01	7.00E-02	4.70E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0008846	8.39E-02	positive	0.18181818181818182	0.07586206896551724	2.24E-01	1.88E-09	4.21E-01	6.59E-02	4.59E-01		alignment timed out during construction to generate consensus sequence for annotation - full set of protein sequences for the orthogroup can be found at: /workspace/lab/kalanlab/salamzar/lsaBGC/minireview/Strep_albido/lsaBGC-Pan_Results_v1.0.9/lsaBGC_Sociate_Results/Sociated_OG_Protein_Seqs/OG0008846.faa	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0008903	8.39E-02	positive	0.18181818181818182	0.07586206896551724	2.24E-01	6.64E-14	6.27E-01	7.60E-02	5.55E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0008987	7.74E-02	positive	0.18181818181818182	0.06896551724137931	1.79E-01	2.40E-14	-6.89E-01	8.18E-02	5.63E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0009270	7.10E-02	positive	0.18181818181818182	0.06206896551724138	1.37E-01	6.30E-13	-6.41E-01	8.15E-02	5.36E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	OG0009460	6.45E-02	positive	0.36363636363636365	0.041379310344827586	2.79E-05	3.84E-19	7.70E-01	7.50E-02	6.39E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_55	GCF_45	9.68E-02	positive	0.36363636363636365	0.07586206896551724	1.90E-03	9.02E-15	6.76E-01	7.87E-02	5.71E-01		alignment timed out during construction to generate consensus sequence for annotation - full set of protein sequences for the orthogroup can be found at: /workspace/lab/kalanlab/salamzar/lsaBGC/minireview/Strep_albido/lsaBGC-Pan_Results_v1.0.9/lsaBGC_Sociate_Results/Sociated_OG_Protein_Seqs/GCF_45.faa	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008450	9.68E-02	positive	0.8	0.04794520547945205	7.44E-15	2.25E-09	4.58E-01	7.20E-02	4.57E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008601	9.03E-02	positive	0.6	0.0547945205479452	6.12E-09	9.54E-11	-5.64E-01	8.10E-02	4.90E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008609	9.03E-02	positive	0.7	0.04794520547945205	3.55E-12	3.80E-13	-5.37E-01	6.75E-02	5.41E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008610	9.03E-02	positive	0.7	0.04794520547945205	3.55E-12	3.80E-13	-5.37E-01	6.75E-02	5.41E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008611	9.03E-02	positive	0.7	0.04794520547945205	3.55E-12	3.80E-13	-5.37E-01	6.75E-02	5.41E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008615	9.03E-02	positive	0.7	0.04794520547945205	3.55E-12	3.80E-13	-5.37E-01	6.75E-02	5.41E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008620	9.03E-02	positive	0.7	0.04794520547945205	3.55E-12	3.80E-13	-5.37E-01	6.75E-02	5.41E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008627	9.03E-02	positive	0.7	0.04794520547945205	3.55E-12	3.80E-13	-5.37E-01	6.75E-02	5.41E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008628	9.03E-02	positive	0.7	0.04794520547945205	3.55E-12	3.80E-13	-5.37E-01	6.75E-02	5.41E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008629	9.03E-02	positive	0.7	0.04794520547945205	3.55E-12	3.80E-13	-5.37E-01	6.75E-02	5.41E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008635	9.03E-02	positive	0.7	0.04794520547945205	3.55E-12	3.80E-13	-5.37E-01	6.75E-02	5.41E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008637	9.03E-02	positive	0.7	0.04794520547945205	3.55E-12	3.80E-13	-5.37E-01	6.75E-02	5.41E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008640	9.03E-02	positive	0.7	0.04794520547945205	3.55E-12	3.80E-13	-5.37E-01	6.75E-02	5.41E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008644	9.03E-02	positive	0.7	0.04794520547945205	3.55E-12	3.80E-13	-5.37E-01	6.75E-02	5.41E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008648	9.03E-02	positive	0.7	0.04794520547945205	3.55E-12	3.80E-13	-5.37E-01	6.75E-02	5.41E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008650	9.03E-02	positive	0.7	0.04794520547945205	3.55E-12	3.80E-13	-5.37E-01	6.75E-02	5.41E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008651	9.03E-02	positive	0.7	0.04794520547945205	3.55E-12	3.80E-13	-5.37E-01	6.75E-02	5.41E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008652	9.03E-02	positive	0.7	0.04794520547945205	3.55E-12	3.80E-13	-5.37E-01	6.75E-02	5.41E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008656	9.03E-02	positive	0.7	0.04794520547945205	3.55E-12	3.80E-13	-5.37E-01	6.75E-02	5.41E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008658	9.03E-02	positive	0.7	0.04794520547945205	3.55E-12	3.80E-13	-5.37E-01	6.75E-02	5.41E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008661	9.03E-02	positive	0.7	0.04794520547945205	3.55E-12	3.80E-13	-5.37E-01	6.75E-02	5.41E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008663	9.03E-02	positive	0.7	0.04794520547945205	3.55E-12	3.80E-13	-5.37E-01	6.75E-02	5.41E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008664	9.03E-02	positive	0.7	0.04794520547945205	3.55E-12	3.80E-13	-5.37E-01	6.75E-02	5.41E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008665	9.03E-02	positive	0.7	0.04794520547945205	3.55E-12	3.80E-13	-5.37E-01	6.75E-02	5.41E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008671	9.03E-02	positive	0.7	0.04794520547945205	3.55E-12	3.80E-13	-5.37E-01	6.75E-02	5.41E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008673	9.03E-02	positive	0.7	0.04794520547945205	3.55E-12	3.80E-13	-5.37E-01	6.75E-02	5.41E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008675	9.03E-02	positive	0.7	0.04794520547945205	3.55E-12	3.80E-13	-5.37E-01	6.75E-02	5.41E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008676	9.03E-02	positive	0.7	0.04794520547945205	3.55E-12	3.80E-13	-5.37E-01	6.75E-02	5.41E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008677	9.03E-02	positive	0.7	0.04794520547945205	3.55E-12	3.80E-13	-5.37E-01	6.75E-02	5.41E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008680	9.03E-02	positive	0.7	0.04794520547945205	3.55E-12	3.80E-13	-5.37E-01	6.75E-02	5.41E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008681	9.03E-02	positive	0.7	0.04794520547945205	3.55E-12	3.80E-13	-5.37E-01	6.75E-02	5.41E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008683	9.03E-02	positive	0.7	0.04794520547945205	3.55E-12	3.80E-13	-5.37E-01	6.75E-02	5.41E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008685	9.03E-02	positive	0.7	0.04794520547945205	3.55E-12	3.80E-13	-5.37E-01	6.75E-02	5.41E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008687	9.03E-02	positive	0.7	0.04794520547945205	3.55E-12	3.80E-13	-5.37E-01	6.75E-02	5.41E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008690	9.03E-02	positive	0.7	0.04794520547945205	3.55E-12	3.80E-13	-5.37E-01	6.75E-02	5.41E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008692	9.03E-02	positive	0.7	0.04794520547945205	3.55E-12	3.80E-13	-5.37E-01	6.75E-02	5.41E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008693	9.03E-02	positive	0.7	0.04794520547945205	3.55E-12	3.80E-13	-5.37E-01	6.75E-02	5.41E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008694	9.03E-02	positive	0.7	0.04794520547945205	3.55E-12	3.80E-13	-5.37E-01	6.75E-02	5.41E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008695	9.03E-02	positive	0.7	0.04794520547945205	3.55E-12	3.80E-13	-5.37E-01	6.75E-02	5.41E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008698	9.03E-02	positive	0.7	0.04794520547945205	3.55E-12	3.80E-13	-5.37E-01	6.75E-02	5.41E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008699	9.03E-02	positive	0.7	0.04794520547945205	3.55E-12	3.80E-13	-5.37E-01	6.75E-02	5.41E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008701	9.03E-02	positive	0.7	0.04794520547945205	3.55E-12	3.80E-13	-5.37E-01	6.75E-02	5.41E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008702	9.03E-02	positive	0.7	0.04794520547945205	3.55E-12	3.80E-13	-5.37E-01	6.75E-02	5.41E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008704	9.03E-02	positive	0.7	0.04794520547945205	3.55E-12	3.80E-13	-5.37E-01	6.75E-02	5.41E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008707	9.03E-02	positive	0.7	0.04794520547945205	3.55E-12	3.80E-13	-5.37E-01	6.75E-02	5.41E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008714	9.03E-02	positive	0.7	0.04794520547945205	3.55E-12	3.80E-13	-5.37E-01	6.75E-02	5.41E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008737	9.03E-02	positive	0.7	0.04794520547945205	3.55E-12	3.80E-13	-5.37E-01	6.75E-02	5.41E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008747	9.03E-02	positive	0.7	0.04794520547945205	3.55E-12	3.80E-13	-5.37E-01	6.75E-02	5.41E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
